age,annual_income,monthly_income_reported,employment_years,credit_score,loan_amount,debt_to_income,num_late_payments,num_credit_cards,has_cosigner,random_noise,defaulted
51.0,72520.0,5996.0,4.9,665.0,16971.0,0.296,2,3,1,-1.25,0
52.0,87296.0,7261.0,2.3,665.0,19930.0,0.292,1,4,0,-2.355,1
51.0,63546.0,5226.0,7.0,704.0,22100.0,0.221,2,2,0,0.414,0
51.0,72087.0,6117.0,26.6,705.0,9414.0,0.297,0,3,0,0.571,0
27.0,52346.0,4388.0,3.4,621.0,3526.0,0.327,1,4,0,0.827,0
43.0,82141.0,6878.0,18.8,671.0,60437.0,0.359,1,3,0,0.395,0
31.0,56639.0,4609.0,4.2,700.0,39517.0,0.367,1,3,0,0.69,0
21.0,32811.0,2762.0,0.6,614.0,24189.0,0.421,0,1,0,1.95,1
35.0,79554.0,6498.0,8.8,766.0,44349.0,0.311,0,0,1,-0.637,0
53.0,26363.0,2168.0,20.4,669.0,1576.0,0.161,2,1,1,1.164,0
43.0,62464.0,5063.0,10.8,777.0,48715.0,0.27,0,2,0,1.836,1
60.0,46267.0,3844.0,9.6,567.0,26908.0,0.173,4,2,0,0.105,1
40.0,44956.0,3826.0,8.5,710.0,16248.0,0.385,1,5,0,-0.209,0
65.0,59426.0,4975.0,40.0,618.0,35617.0,0.437,3,1,0,-0.584,0
40.0,39971.0,3301.0,5.4,618.0,18998.0,0.299,2,1,1,-1.325,0
38.0,69257.0,5784.0,13.2,730.0,38352.0,0.416,0,3,0,-3.058,0
24.0,56424.0,4712.0,3.7,646.0,37696.0,0.409,2,2,0,1.14,0
50.0,41660.0,3476.0,17.1,850.0,31334.0,0.33,0,1,0,-0.456,0
32.0,100435.0,8399.0,6.1,699.0,65031.0,0.353,1,3,1,-0.162,1
31.0,60309.0,4921.0,1.3,612.0,43538.0,0.395,1,4,0,-0.99,1
52.0,73054.0,6101.0,24.2,708.0,34746.0,0.16,0,2,1,-0.157,0
51.0,104042.0,8366.0,28.0,657.0,31611.0,0.325,1,1,1,1.092,0
50.0,103277.0,8705.0,29.9,733.0,57036.0,0.355,0,4,0,-0.643,0
34.0,71396.0,5818.0,2.8,641.0,33354.0,0.157,1,6,0,1.888,0
37.0,47997.0,4094.0,16.0,696.0,4423.0,0.491,0,1,0,-0.217,0
37.0,28904.0,2291.0,6.4,677.0,13929.0,0.409,2,1,0,0.111,1
47.0,60361.0,5199.0,16.5,674.0,21915.0,0.41,0,6,0,1.009,0
55.0,90008.0,7255.0,7.8,737.0,29449.0,0.341,1,1,1,0.875,0
42.0,64507.0,5247.0,5.5,537.0,38275.0,0.205,4,2,0,0.897,1
60.0,15000.0,1257.0,24.6,679.0,10707.0,0.173,0,2,0,2.563,0
48.0,81358.0,6864.0,13.5,618.0,16097.0,0.29,1,2,0,0.87,0
35.0,83639.0,6930.0,14.9,573.0,54045.0,0.37,1,4,0,0.156,1
47.0,48028.0,4074.0,7.2,605.0,8510.0,0.354,0,8,0,0.883,0
57.0,85807.0,7037.0,32.3,633.0,41387.0,0.471,2,3,1,-0.818,0
60.0,72960.0,6031.0,18.4,653.0,50062.0,0.269,1,3,0,0.196,1
51.0,40401.0,3346.0,4.2,686.0,29468.0,0.264,2,3,0,2.223,0
38.0,97458.0,8034.0,4.4,700.0,27418.0,0.301,1,1,0,-0.392,0
36.0,31093.0,2491.0,11.8,637.0,20650.0,0.184,0,2,0,0.751,0
44.0,53601.0,4465.0,20.1,781.0,38008.0,0.45,1,3,0,-0.565,0
56.0,51248.0,4261.0,1.4,635.0,9203.0,0.275,1,9,0,-0.86,0
43.0,37935.0,3229.0,9.3,528.0,12843.0,0.325,1,3,1,-0.507,1
43.0,63057.0,5120.0,11.4,642.0,39864.0,0.381,0,4,0,1.704,0
39.0,99186.0,8160.0,11.4,669.0,6054.0,0.225,0,3,0,0.416,0
34.0,96430.0,8229.0,9.4,436.0,50078.0,0.328,6,4,0,-0.256,0
36.0,76171.0,6385.0,13.5,751.0,27496.0,0.299,0,2,0,-0.257,0
39.0,25640.0,2160.0,5.3,656.0,11234.0,0.398,2,2,0,-0.236,0
57.0,30149.0,2535.0,4.1,581.0,10967.0,0.301,2,1,1,0.144,0
35.0,59270.0,4984.0,2.9,594.0,11649.0,0.02,3,4,0,-0.863,0
39.0,54159.0,4678.0,17.4,722.0,16862.0,0.207,0,4,0,0.513,0
28.0,43956.0,3670.0,4.6,724.0,30584.0,0.15,1,3,0,1.078,0
46.0,129636.0,10584.0,5.7,617.0,65884.0,0.493,1,3,0,-0.094,0
53.0,57683.0,4868.0,26.0,578.0,23532.0,0.441,2,4,0,-1.316,1
56.0,70205.0,5784.0,21.1,680.0,40687.0,0.085,1,2,1,0.258,0
40.0,85789.0,7133.0,7.4,686.0,16111.0,0.199,0,2,0,-1.235,0
44.0,56377.0,4733.0,0.4,700.0,6348.0,0.162,0,2,0,-1.443,0
36.0,176498.0,14467.0,12.8,627.0,81445.0,0.322,4,4,1,0.712,0
44.0,36023.0,2971.0,17.1,660.0,2112.0,0.204,2,3,0,-2.36,0
41.0,41871.0,3522.0,5.6,664.0,6748.0,0.273,2,2,1,0.163,0
39.0,35984.0,2966.0,5.0,730.0,21151.0,0.162,2,2,0,0.867,0
40.0,111111.0,9440.0,5.3,756.0,80690.0,0.343,0,2,0,2.159,0
43.0,78907.0,6446.0,15.4,780.0,20827.0,0.132,0,1,1,-1.683,0
35.0,43054.0,3517.0,4.3,753.0,14508.0,0.55,0,2,0,-0.368,0
35.0,37285.0,3226.0,4.8,789.0,20908.0,0.45,0,3,0,-0.81,0
57.0,102569.0,8286.0,13.9,738.0,67046.0,0.548,0,1,0,0.496,0
68.0,64721.0,5391.0,40.0,639.0,15867.0,0.361,2,2,1,-0.99,0
25.0,103754.0,8966.0,2.2,768.0,69476.0,0.456,1,0,1,2.22,0
24.0,53531.0,4458.0,1.6,564.0,41728.0,0.389,4,0,0,-0.969,1
27.0,69236.0,5925.0,3.5,827.0,8029.0,0.2,0,2,0,0.098,0
37.0,62956.0,5315.0,12.1,598.0,13740.0,0.263,1,0,0,0.626,0
48.0,41533.0,3461.0,24.6,734.0,24696.0,0.342,0,5,0,0.543,0
45.0,51546.0,4284.0,24.3,773.0,3996.0,0.415,0,2,0,-0.236,0
40.0,32278.0,2576.0,9.7,697.0,8490.0,0.299,0,2,0,-1.67,0
44.0,68695.0,5688.0,11.0,522.0,46946.0,0.355,7,2,0,-0.263,1
30.0,77470.0,6486.0,3.4,595.0,43480.0,0.267,0,0,0,-1.566,1
35.0,85876.0,7190.0,11.9,691.0,45560.0,0.259,1,2,1,-0.086,0
38.0,74238.0,6492.0,11.7,710.0,37787.0,0.153,0,1,0,0.307,0
21.0,51917.0,4351.0,0.4,648.0,22139.0,0.344,3,1,0,-0.52,0
25.0,110578.0,9331.0,2.7,667.0,69117.0,0.251,2,2,0,-0.451,0
26.0,82177.0,7008.0,1.2,558.0,57439.0,0.172,5,5,0,-1.136,1
46.0,102738.0,8654.0,18.3,793.0,66435.0,0.241,1,1,0,2.664,0
41.0,105680.0,8791.0,5.2,636.0,43542.0,0.329,3,2,0,0.559,0
45.0,51978.0,4324.0,8.6,720.0,32948.0,0.367,0,0,0,-1.223,0
21.0,65489.0,5419.0,0.1,758.0,40375.0,0.282,0,2,0,-1.078,0
22.0,77936.0,6552.0,0.4,579.0,30537.0,0.407,2,2,0,0.458,1
45.0,32793.0,2723.0,4.9,671.0,9857.0,0.449,0,2,0,-1.95,0
21.0,33122.0,2795.0,0.7,680.0,11844.0,0.271,0,1,0,-0.813,0
51.0,30650.0,2503.0,21.9,653.0,12870.0,0.397,0,2,0,0.859,0
21.0,52389.0,4379.0,0.5,725.0,8393.0,0.233,0,1,0,0.965,0
47.0,47339.0,4067.0,10.6,619.0,10124.0,0.17,2,2,1,0.286,0
28.0,28826.0,2391.0,7.3,668.0,3643.0,0.206,2,6,0,-0.015,0
50.0,58824.0,5083.0,26.1,647.0,6131.0,0.214,0,2,1,1.589,0
70.0,52684.0,4405.0,30.1,838.0,25003.0,0.256,1,3,0,-1.113,0
21.0,93629.0,7794.0,0.7,614.0,53701.0,0.498,2,4,0,-0.684,1
46.0,136071.0,11366.0,20.4,722.0,69424.0,0.248,0,1,0,1.679,0
21.0,67541.0,5593.0,0.7,786.0,40199.0,0.262,0,3,0,-0.102,0
43.0,40199.0,3217.0,5.1,598.0,14266.0,0.315,1,0,1,0.522,0
36.0,73579.0,6240.0,7.9,671.0,47779.0,0.168,3,5,0,0.111,0
39.0,55231.0,4804.0,3.0,592.0,33733.0,0.315,1,4,1,2.805,0
28.0,49367.0,4153.0,6.5,522.0,28793.0,0.366,4,4,1,-0.52,0
47.0,37323.0,3144.0,17.4,614.0,23308.0,0.448,2,5,0,0.978,0
22.0,44631.0,3706.0,2.0,621.0,9979.0,0.431,1,1,0,-1.764,0
52.0,50771.0,4329.0,4.3,626.0,24222.0,0.336,1,2,1,0.285,0
33.0,78979.0,6576.0,6.9,642.0,49851.0,0.278,0,7,0,1.165,1
23.0,69220.0,5799.0,1.9,661.0,8594.0,0.283,0,1,0,0.898,0
56.0,125066.0,10096.0,30.8,592.0,29429.0,0.341,3,1,0,0.538,0
37.0,74499.0,6143.0,14.7,692.0,31150.0,0.295,0,0,0,0.808,0
59.0,66571.0,5588.0,7.9,749.0,24008.0,0.291,3,5,0,-0.651,0
51.0,47920.0,4066.0,30.9,769.0,35255.0,0.207,1,6,0,0.821,0
29.0,34483.0,2927.0,9.0,646.0,21138.0,0.367,1,0,0,1.994,1
37.0,42559.0,3435.0,16.5,731.0,3431.0,0.33,0,2,0,-0.631,0
39.0,40141.0,3246.0,11.9,618.0,16016.0,0.224,1,3,1,1.666,0
55.0,17373.0,1465.0,28.9,650.0,10805.0,0.449,0,0,0,0.139,1
43.0,34934.0,2868.0,1.7,689.0,19275.0,0.321,0,3,1,0.429,0
40.0,113106.0,9594.0,5.1,639.0,51264.0,0.158,3,1,0,-2.455,0
36.0,64923.0,5234.0,1.5,572.0,7394.0,0.394,2,3,1,-1.204,1
37.0,46428.0,3861.0,8.8,723.0,34187.0,0.233,1,4,0,-0.037,1
52.0,65802.0,5480.0,31.2,618.0,23776.0,0.259,3,0,1,1.174,1
38.0,22835.0,1921.0,11.7,629.0,3627.0,0.281,2,1,0,-0.532,0
34.0,62444.0,5096.0,6.3,737.0,7075.0,0.386,0,2,0,-0.724,0
32.0,97730.0,7824.0,9.3,702.0,62410.0,0.294,1,1,0,-0.482,0
32.0,52083.0,4355.0,6.6,676.0,26539.0,0.362,3,4,0,2.077,0
23.0,24778.0,2087.0,1.2,558.0,5916.0,0.143,3,2,0,1.033,0
30.0,45653.0,3881.0,6.1,582.0,20533.0,0.19,3,2,0,-0.229,1
54.0,97807.0,8092.0,17.6,697.0,74319.0,0.303,1,3,0,0.016,0
36.0,61788.0,5229.0,10.1,709.0,25941.0,0.227,3,6,0,-2.177,0
46.0,29052.0,2445.0,20.7,688.0,9964.0,0.28,2,3,0,-1.0,0
21.0,159615.0,13653.0,0.5,627.0,44833.0,0.375,1,1,0,-0.99,0
44.0,31284.0,2604.0,10.1,630.0,5841.0,0.22,1,3,0,-0.242,0
36.0,49305.0,3967.0,9.1,680.0,36129.0,0.226,0,1,0,1.26,0
33.0,34484.0,2870.0,11.5,578.0,6165.0,0.311,1,0,0,-0.312,1
40.0,34506.0,2881.0,8.5,671.0,3139.0,0.087,1,1,0,-1.149,0
33.0,44874.0,3778.0,10.6,568.0,7047.0,0.401,1,2,1,-0.394,0
21.0,73230.0,5915.0,0.6,587.0,13685.0,0.313,2,1,0,-0.308,1
48.0,98305.0,8141.0,0.3,673.0,36237.0,0.309,0,1,1,-0.181,0
41.0,46227.0,3919.0,9.8,706.0,33849.0,0.246,1,2,0,-0.089,0
35.0,34910.0,2903.0,3.1,685.0,5275.0,0.369,0,0,0,0.49,1
27.0,68219.0,5650.0,1.1,583.0,10890.0,0.284,1,3,0,-1.013,0
22.0,69125.0,5980.0,0.4,529.0,26129.0,0.423,3,4,0,1.442,1
40.0,61283.0,4998.0,14.6,667.0,44604.0,0.129,1,1,0,-0.856,0
56.0,62266.0,5317.0,22.4,538.0,46410.0,0.306,3,4,0,0.398,0
40.0,52283.0,4446.0,10.9,732.0,39899.0,0.304,0,2,0,-1.058,0
23.0,57484.0,4769.0,1.4,585.0,8344.0,0.331,2,3,0,-1.011,0
40.0,50683.0,4221.0,8.0,820.0,29353.0,0.44,1,2,0,1.125,0
37.0,89027.0,7414.0,15.4,600.0,47677.0,0.164,0,5,0,0.787,0
48.0,149926.0,12539.0,25.6,705.0,10923.0,0.161,1,2,0,1.215,0
45.0,59631.0,4910.0,18.9,618.0,33049.0,0.265,2,1,0,1.056,1
21.0,54838.0,4531.0,0.3,648.0,31408.0,0.111,1,1,1,-1.958,1
44.0,61712.0,5106.0,21.9,684.0,33478.0,0.531,1,3,1,0.552,0
27.0,40906.0,3387.0,5.7,723.0,8663.0,0.393,0,3,1,0.169,0
22.0,77600.0,6427.0,0.3,732.0,23224.0,0.352,0,3,0,-1.055,0
36.0,67078.0,5339.0,5.4,714.0,31213.0,0.378,0,3,0,-0.731,1
43.0,45519.0,3801.0,7.4,736.0,7001.0,0.427,0,1,0,-1.05,0
21.0,82538.0,6806.0,0.7,617.0,13954.0,0.239,2,3,0,0.494,0
46.0,55472.0,4450.0,13.5,712.0,31844.0,0.264,0,5,0,1.024,0
46.0,35545.0,2941.0,7.0,640.0,6195.0,0.334,1,1,0,0.028,0
39.0,64428.0,5328.0,4.3,731.0,4028.0,0.25,0,0,0,-1.849,0
28.0,61190.0,5229.0,3.9,670.0,11554.0,0.207,1,1,0,-0.201,0
27.0,84734.0,6985.0,4.8,706.0,9036.0,0.247,0,3,0,-1.601,0
49.0,79960.0,6752.0,14.9,688.0,20920.0,0.338,0,1,1,2.297,0
21.0,52362.0,4484.0,0.4,713.0,32477.0,0.391,1,0,0,1.046,0
50.0,44474.0,3660.0,18.4,613.0,28444.0,0.173,1,3,0,0.904,0
36.0,55043.0,4583.0,16.2,558.0,5698.0,0.281,2,3,0,-1.506,0
37.0,64769.0,5584.0,3.0,731.0,30941.0,0.295,0,1,0,0.987,0
21.0,68376.0,5724.0,0.5,754.0,7934.0,0.161,0,1,0,0.247,0
36.0,62990.0,5288.0,6.2,655.0,11988.0,0.345,0,1,0,-0.207,0
45.0,52799.0,4364.0,5.4,719.0,33694.0,0.289,0,2,0,0.437,0
23.0,86134.0,7276.0,2.9,547.0,67099.0,0.206,3,1,0,-2.258,1
43.0,40605.0,3381.0,22.5,628.0,10302.0,0.252,2,1,0,0.146,0
39.0,167849.0,13475.0,6.6,669.0,106177.0,0.354,1,0,0,-0.335,0
31.0,77534.0,6415.0,3.8,540.0,23767.0,0.398,2,2,0,-0.66,1
47.0,33114.0,2694.0,2.5,554.0,21141.0,0.334,2,0,0,-0.919,1
21.0,59781.0,4993.0,0.6,671.0,28557.0,0.491,2,1,0,-0.474,1
42.0,77870.0,6370.0,0.6,618.0,35800.0,0.412,2,5,0,-0.352,0
56.0,46999.0,3954.0,17.8,645.0,30858.0,0.355,1,2,0,0.459,0
54.0,28065.0,2341.0,5.2,634.0,16057.0,0.23,0,0,1,-0.344,0
42.0,34458.0,2800.0,15.0,578.0,26811.0,0.413,0,1,0,-2.919,0
35.0,70195.0,5792.0,13.6,652.0,22603.0,0.223,1,2,0,-0.577,0
31.0,24972.0,2107.0,1.0,660.0,19136.0,0.375,1,2,0,-0.117,1
35.0,28649.0,2442.0,11.4,625.0,19216.0,0.056,1,3,0,-0.075,1
44.0,70029.0,5730.0,19.9,635.0,29423.0,0.251,1,2,0,1.783,0
29.0,49759.0,4056.0,1.6,647.0,21178.0,0.16,5,1,0,-0.943,1
46.0,40215.0,3482.0,24.3,730.0,29215.0,0.271,0,5,1,-1.461,0
61.0,44023.0,3668.0,25.7,666.0,21597.0,0.146,1,1,0,0.884,1
37.0,28374.0,2369.0,9.3,530.0,8607.0,0.303,4,0,0,0.134,1
23.0,68398.0,5616.0,2.2,578.0,5542.0,0.347,3,5,0,0.93,1
23.0,38259.0,3202.0,0.9,726.0,10511.0,0.235,0,1,0,-2.284,0
47.0,43217.0,3725.0,0.7,612.0,9206.0,0.268,0,1,0,-0.663,0
37.0,64289.0,5385.0,7.7,658.0,9436.0,0.322,1,3,1,0.537,0
48.0,49001.0,4170.0,20.5,805.0,27170.0,0.295,0,3,0,-0.659,0
32.0,40054.0,3340.0,11.1,710.0,13890.0,0.435,1,0,0,1.35,1
47.0,22468.0,1834.0,11.7,515.0,2717.0,0.231,0,5,0,-1.075,0
36.0,64889.0,5334.0,4.3,763.0,19158.0,0.354,0,4,0,1.87,0
30.0,56990.0,4643.0,1.3,671.0,8851.0,0.326,0,1,0,-0.415,0
34.0,43576.0,3647.0,12.7,692.0,21742.0,0.141,0,4,0,0.407,0
25.0,34484.0,2944.0,1.1,682.0,12766.0,0.309,1,6,0,-0.916,0
60.0,55317.0,4625.0,36.3,742.0,41524.0,0.291,1,3,1,-0.379,0
37.0,68275.0,5655.0,3.1,656.0,34585.0,0.251,2,2,1,1.747,0
45.0,57474.0,4714.0,0.5,557.0,35857.0,0.477,2,2,0,-0.693,1
32.0,114946.0,9647.0,2.7,684.0,34632.0,0.429,0,2,0,-0.042,0
26.0,75526.0,6138.0,3.2,565.0,46514.0,0.224,1,3,0,1.358,1
35.0,52408.0,4268.0,5.4,790.0,31502.0,0.364,1,1,0,-0.86,0
50.0,76674.0,6505.0,27.3,648.0,60815.0,0.374,1,1,0,0.852,1
32.0,56218.0,4659.0,6.7,660.0,30688.0,0.315,2,3,1,-0.312,1
28.0,56130.0,4650.0,1.0,613.0,41374.0,0.19,2,2,0,-1.602,0
40.0,98563.0,8186.0,12.3,690.0,69013.0,0.205,0,2,0,0.915,0
43.0,36716.0,3104.0,9.1,696.0,27135.0,0.353,0,4,0,2.485,0
56.0,55580.0,4647.0,24.5,625.0,26671.0,0.351,0,3,0,1.226,0
42.0,93944.0,7712.0,17.2,700.0,20479.0,0.271,0,2,0,0.336,0
45.0,63205.0,5193.0,24.7,677.0,30893.0,0.432,0,4,0,-0.567,0
46.0,46584.0,3867.0,14.9,661.0,34531.0,0.449,0,0,0,0.272,1
25.0,25523.0,2140.0,1.9,608.0,19902.0,0.448,1,2,0,0.855,0
27.0,19800.0,1649.0,3.2,824.0,15041.0,0.449,0,3,0,-1.243,0
26.0,139996.0,11637.0,2.4,744.0,53313.0,0.298,1,4,0,-2.343,0
23.0,63191.0,5271.0,1.5,712.0,41279.0,0.167,2,3,0,-1.595,1
47.0,42288.0,3521.0,0.8,739.0,17610.0,0.268,0,0,0,-0.751,0
41.0,64366.0,5280.0,5.2,684.0,36611.0,0.289,1,5,1,-0.366,0
39.0,35905.0,3058.0,18.6,645.0,13416.0,0.237,0,2,1,-0.481,1
21.0,47384.0,3911.0,0.9,475.0,13122.0,0.262,2,3,0,-0.083,1
61.0,36014.0,3009.0,2.0,576.0,13738.0,0.184,4,3,1,-1.013,1
28.0,29118.0,2327.0,8.0,816.0,8160.0,0.371,0,2,0,0.162,0
61.0,21329.0,1770.0,32.1,757.0,7836.0,0.463,0,1,0,-0.367,0
22.0,26800.0,2184.0,0.0,674.0,14961.0,0.538,2,2,0,-0.58,1
29.0,87087.0,7115.0,8.3,554.0,17466.0,0.325,5,4,0,-0.026,0
21.0,35277.0,3082.0,1.0,705.0,19668.0,0.283,0,3,0,-0.631,0
42.0,69968.0,5860.0,13.8,647.0,7362.0,0.296,1,4,0,1.415,0
26.0,84591.0,7222.0,4.6,711.0,4331.0,0.436,1,1,0,-0.507,0
26.0,55412.0,4697.0,2.1,583.0,12456.0,0.434,3,3,0,-0.131,1
23.0,48085.0,4086.0,1.7,627.0,9702.0,0.276,1,2,0,1.538,0
47.0,58393.0,4847.0,19.4,732.0,39407.0,0.42,0,1,0,-0.722,0
46.0,45598.0,3922.0,14.5,802.0,28135.0,0.316,0,5,0,0.948,0
58.0,94547.0,8012.0,11.6,620.0,51981.0,0.226,3,3,0,-0.508,1
30.0,127967.0,10673.0,6.8,593.0,74181.0,0.285,2,5,1,2.104,0
40.0,105610.0,8847.0,17.1,740.0,57794.0,0.47,0,3,0,-0.492,0
24.0,20887.0,1736.0,3.2,573.0,13991.0,0.372,1,0,0,-1.16,1
34.0,45181.0,3769.0,1.9,578.0,20350.0,0.249,4,0,0,1.12,0
32.0,55103.0,4588.0,5.5,681.0,3484.0,0.394,0,1,0,2.23,0
43.0,67742.0,5688.0,0.9,806.0,47249.0,0.371,0,2,0,0.563,0
49.0,25281.0,2180.0,18.5,610.0,10184.0,0.269,0,3,1,-0.323,0
49.0,25098.0,2041.0,7.0,638.0,18731.0,0.225,0,1,0,-1.375,1
29.0,99027.0,8441.0,8.1,672.0,71275.0,0.189,1,2,0,0.271,0
49.0,42765.0,3538.0,17.9,636.0,14947.0,0.136,2,1,0,1.734,0
38.0,28163.0,2406.0,7.0,540.0,21117.0,0.235,3,6,0,0.687,1
34.0,33472.0,2771.0,10.6,721.0,3144.0,0.282,0,1,1,-0.324,0
30.0,65565.0,5509.0,2.1,674.0,35848.0,0.426,0,3,0,-0.42,0
32.0,37985.0,3155.0,1.1,686.0,21314.0,0.382,0,5,0,0.311,0
57.0,61317.0,4933.0,3.2,652.0,41702.0,0.32,0,4,0,-0.989,0
41.0,35407.0,3053.0,12.5,772.0,14290.0,0.113,0,0,1,0.284,1
40.0,25089.0,2051.0,17.7,634.0,5781.0,0.33,1,1,1,1.084,0
35.0,104408.0,8715.0,3.4,586.0,8680.0,0.135,3,1,0,0.472,0
65.0,65793.0,5367.0,34.1,794.0,26348.0,0.387,0,2,0,0.148,1
52.0,47330.0,3839.0,1.2,507.0,18457.0,0.39,0,1,0,-1.074,1
30.0,43498.0,3610.0,3.6,651.0,13802.0,0.305,0,5,0,0.458,0
35.0,106329.0,8756.0,9.8,660.0,56069.0,0.382,1,2,0,-0.925,0
36.0,71774.0,5841.0,12.9,658.0,32193.0,0.401,0,6,0,0.788,0
40.0,92148.0,7674.0,18.5,561.0,12594.0,0.311,1,2,0,0.79,0
30.0,42295.0,3420.0,6.5,580.0,3641.0,0.286,2,1,0,-1.397,0
43.0,56268.0,4701.0,10.6,732.0,40401.0,0.167,1,1,0,-0.874,0
54.0,65912.0,5479.0,2.1,758.0,39984.0,0.264,2,0,1,-0.179,0
24.0,42940.0,3401.0,1.0,631.0,17064.0,0.2,1,1,0,-0.633,0
26.0,52686.0,4345.0,5.2,597.0,22235.0,0.199,1,2,0,-0.556,0
33.0,42297.0,3558.0,7.4,539.0,5746.0,0.227,0,2,0,0.767,0
33.0,65819.0,5368.0,4.5,728.0,16299.0,0.104,0,1,0,0.668,0
60.0,30347.0,2555.0,9.9,735.0,20290.0,0.398,0,3,0,0.717,0
49.0,71145.0,5980.0,3.3,465.0,10299.0,0.322,1,4,0,0.677,0
48.0,63254.0,5164.0,21.3,501.0,8111.0,0.416,2,2,0,1.782,0
35.0,50191.0,4182.0,6.2,673.0,23520.0,0.38,0,3,0,-0.232,0
35.0,67331.0,5703.0,13.9,686.0,45801.0,0.35,1,2,0,0.678,1
22.0,46670.0,3821.0,0.9,627.0,15604.0,0.379,2,2,0,-2.296,1
47.0,40682.0,3376.0,21.8,669.0,21740.0,0.315,0,1,0,-1.382,0
43.0,70246.0,5989.0,3.0,644.0,51042.0,0.431,1,1,0,0.658,0
52.0,71628.0,5867.0,4.9,664.0,51461.0,0.249,2,0,1,0.048,0
36.0,43775.0,3681.0,4.3,599.0,17550.0,0.298,1,2,0,-0.014,0
36.0,42117.0,3434.0,3.1,661.0,11443.0,0.272,2,0,0,-0.154,0
40.0,50653.0,4207.0,19.4,622.0,24315.0,0.502,0,3,1,-2.096,1
48.0,42903.0,3607.0,22.5,618.0,31883.0,0.237,3,5,0,-0.968,0
22.0,109250.0,8666.0,0.6,530.0,61251.0,0.429,7,5,0,-0.043,1
46.0,63418.0,5228.0,13.6,654.0,48602.0,0.164,1,1,0,1.31,0
38.0,55363.0,4653.0,9.5,721.0,26816.0,0.31,1,5,0,0.227,0
26.0,36147.0,3026.0,3.9,639.0,2383.0,0.282,4,2,0,-0.168,0
21.0,76698.0,6325.0,0.1,635.0,29601.0,0.198,0,2,0,-0.081,0
36.0,41767.0,3404.0,5.8,751.0,30384.0,0.234,0,1,0,-0.727,0
54.0,41001.0,3460.0,2.9,733.0,3088.0,0.35,2,1,0,1.48,0
56.0,77868.0,6447.0,33.5,798.0,39985.0,0.266,0,6,0,-0.258,0
42.0,65472.0,5516.0,8.8,822.0,21832.0,0.203,1,1,0,1.645,0
60.0,17828.0,1497.0,28.8,679.0,6288.0,0.39,1,5,0,-0.319,0
38.0,51231.0,4231.0,16.1,587.0,24369.0,0.298,4,1,0,-0.081,1
48.0,58196.0,4954.0,8.8,628.0,20874.0,0.333,0,4,0,-0.114,0
33.0,47206.0,3887.0,1.1,701.0,34937.0,0.409,0,2,0,0.267,1
32.0,59116.0,5044.0,4.1,763.0,16421.0,0.455,0,2,0,-1.409,0
31.0,24361.0,2084.0,7.1,590.0,15091.0,0.071,0,3,1,0.024,0
21.0,15385.0,1309.0,0.5,678.0,1832.0,0.289,1,2,0,-0.628,0
52.0,35459.0,2944.0,2.4,606.0,10625.0,0.132,4,2,0,-0.074,0
31.0,62449.0,5469.0,0.8,650.0,10517.0,0.573,2,2,0,-0.382,1
29.0,15000.0,1254.0,6.4,652.0,3223.0,0.315,3,3,0,-1.706,0
25.0,37628.0,3151.0,3.7,689.0,17812.0,0.397,1,1,0,-0.375,0
36.0,23152.0,1929.0,1.7,803.0,7097.0,0.237,2,3,1,0.906,0
57.0,49311.0,4016.0,29.7,708.0,4269.0,0.264,0,1,0,-0.179,0
61.0,132739.0,11348.0,14.2,637.0,92593.0,0.41,4,2,0,-0.556,0
21.0,49879.0,4109.0,0.1,618.0,27760.0,0.352,2,3,0,-2.108,0
34.0,52403.0,4447.0,4.7,649.0,40162.0,0.468,3,2,0,-0.412,1
27.0,80237.0,6841.0,4.8,601.0,52181.0,0.217,2,6,1,0.308,0
49.0,55530.0,4683.0,18.9,679.0,26073.0,0.278,1,3,0,1.251,0
41.0,49928.0,4103.0,10.2,496.0,19736.0,0.351,6,5,0,-3.119,1
31.0,83456.0,6907.0,3.1,647.0,63423.0,0.367,1,2,0,1.297,0
39.0,68012.0,5364.0,7.9,655.0,25027.0,0.342,1,3,1,0.601,0
33.0,62628.0,5207.0,4.9,581.0,28726.0,0.168,2,1,0,-0.155,1
56.0,51670.0,4375.0,13.9,640.0,15517.0,0.206,1,3,0,-0.768,0
44.0,47069.0,3904.0,11.8,744.0,12260.0,0.334,1,3,1,0.914,0
45.0,83101.0,6843.0,11.5,749.0,56855.0,0.146,0,4,0,0.13,0
21.0,47272.0,3916.0,0.1,623.0,11121.0,0.211,2,1,0,-1.507,0
37.0,95717.0,8170.0,5.0,699.0,15127.0,0.304,1,2,1,0.87,1
61.0,34333.0,2858.0,5.3,558.0,20464.0,0.222,0,0,0,0.35,1
53.0,104851.0,9062.0,19.6,649.0,71389.0,0.323,2,4,1,1.423,1
21.0,68017.0,5603.0,0.4,676.0,50726.0,0.291,0,2,0,0.39,1
35.0,35570.0,2977.0,9.8,772.0,19573.0,0.221,0,2,0,1.704,0
25.0,69157.0,5713.0,0.4,744.0,21527.0,0.224,1,5,0,1.52,0
57.0,41046.0,3562.0,12.7,681.0,17773.0,0.428,0,4,0,-0.421,0
41.0,55834.0,4670.0,3.7,598.0,10592.0,0.338,5,5,0,1.415,0
30.0,44183.0,3839.0,0.9,756.0,9238.0,0.325,1,1,0,-0.91,0
